,original_text,perturbed_text,original_score,perturbed_score,original_output,perturbed_output,ground_truth_output,num_queries,result_type
32,"I saw this movie for the first time in 1988 when it was on HBO and I loved it!! It was so hilarious I have seen it too many times to count. I love the Stork brothers and the pitiful, ugly dog, Bosco! My favorite quote form the movie is, ""It's so ugly, it should be put to sleep."" I also loved it when the little sister slaps the girls on the back and their faces stick that way. I love John Cusack and Demi Moore in this movie too. They were great. This movie brings back memories of my college days when I first saw it. I rented the movie countless times and watched it over and over. My college roommate and I just couldn't get enough of it.Who couldn't love this crazy movie?! I want to buy a copy on DVD, does anyone know where I can get it?","I saw this movie for the first time in 1988 when it was on HBO and I loved it!! It was so funny I have seen it too many times to count. I love the Stork brothers and the pitiful, ugly dog, dude! My favorite quote form the movie is, ""It's so ugly, it should be put to sleep."" I also loved it when the little sister slaps the girls on the back and their faces stick that way. I love John Cusack and Demi Moore in this movie too. They were great. This movie brings back memories of my college days when I first saw it. I rented the movie countless times and watched it over and over. My college roommate and I just couldn't get enough of it.Who couldn't love this horrible movie?! I want to buy a copy on dvd, does anyone know where I can get it?",0.000452697277069,0.7397520542144775,1,0,1,119,Successful
33,"I'm sitting around going through movie listings and not really seeing anything I want to see. My appetite keeps saying, ""Something like BROADCAST NEWS."" That's what I want. Something smart and funny, with adult ideas and great acting and writing, and a directorial style that doesn't call attention to itself. This may well be Hurt's best performance (is this or THE BIG CHILL, to my mind): however eccentric, Hurt is smart, and to play an unintelligent person without making sure -- wink wink -- the audience knows -- wink wink -- hey, I'M not stupid... well, that's fine acting right there. Hunter is note-perfect, and Albert Brooks is a revelation. (And he can read and sing at the same time!) Great, great work.<br /><br />","I'm sitting around going through movie listings and not really seeing anything I want to see. My appetite keeps saying, ""Something like BROADCAST NEWS."" That's what I want. Something smart and funny, with adult ideas and great acting and writing, and a directorial style that doesn't call attention to itself. This may well be Hurt's best performance (is this or THE BIG CHILL, to my mind): however eccentric, Hurt is smart, and to play an unintelligent person without making sure -- wink wink -- the audience knows -- wink wink -- hey, I'M not stupid... well, that's fine acting right there. Hunter is note-perfect, and Albert Brooks is a revelation. (And he can read and sing at the same time!) Great, great work.<br /><br />",0.8823833465576172,0.8823833465576172,0,0,1,1,Skipped
34,"I respect Mike Hodges, and liked Get Carter immensely for it's bleak outlook, but The Croupier just seems like a particularly dull ITV drama.<br /><br />The reserved, cold acting isn't just the preserve of the lead character, it's spread to the entire cast, meaning there is nothing to contrast Owen's character with.<br /><br />None of the characters evoke any kind of feelings at all, except boredom. The ending of the film is also untidy at best.<br /><br /> The camera work etc is fairly good, but if you want to see Hodges best watch Get Carter, don't bother with this uninteresting, unimaginative trawl through emotions he covered better 20+ years ago","my is Mike Hodges, and liked Get Carter immensely for it's bleak outlook, but some Croupier just seems unlike a particularly dull ITV drama.<br /><br />that reserved, cold acting isn't just the preserve of the whole character, it's spread to the entire cast, meaning there is things to contrast Owen's character with.<br /><br />None of the characters seem any devoid of feelings at all, except boredom. The ending of the film is also dull at best.<br /><br /> The camera work etc is surprisingly excellent, but if you want to watch Hodges best watch Get Carter, don't bother with this great, unimaginative trawl through emotions he covered better 20+ years ago",0.0001888871192932,0.6688816547393799,0,1,0,243,Successful
35,"Throughout the world the unmistakable imprint of the American C.I.A. can be found in many a muddled mess they have left behind. In the beginning, their objectives were simple: spy, remove enemy agents, steal classified information and destabilize unfavorable governments. Years have elapse and although their mission remains similar, their clandestine black operations now include domestic spying, discrediting U.S. citizens and infiltrating American organizations who criticize the U.S. government. This movie however, centers on the C.I.A.'s world manhunt for the infamous 'Carlos, the Jackel.' The film is called "" The Assignment "" and tells the story Lt. Cmdr. Annibal Ramirez, (Aidan Quinn) a U.S. naval officer who bears a striking resemblance to the mastermind of so many terrorist bombings. Recruited by Jack Shaw (Donald Sutherland) of the C.I.A. and Amos (Ben Kingsley), a special agent from the Israeli Mosad, Ramirez is secretly trained to look, pose, infiltrate the elusive organization and to thereafter discredit the real Jackel working for the Russians. This film is Explosively exciting, and packed with wild chases, killings and inter-country mayhem. Quinn is wonderful and surprisingly artistic playing both sides of the war. Easily one of his best efforts. ****","Throughout the country the unmistakable imprint of the American C.I.A. can be found in many a muddled mess they have left behind. In the beginning, their objectives were simple: spy, remove enemy agents, steal classified information and destabilize unfavorable governments. Years have elapse and although their mission remains similar, their clandestine black operations now include domestic spying, discrediting U.S. citizens and infiltrating American organizations who criticize the U.S. government. This movie however, center on the C.I.A.'s world manhunt for the infamous 'Carlos, the Jackel.' The film is called "" The Assignment "" and tells the reporter Lt. Cmdr. Annibal Ramirez, (Aidan quinn) a U.S. naval officer who bears a striking resemblance to the leader of so many terrorist bombings. Recruited by Jack Shaw (Donald Sutherland) of the C.I.A. and Amos (Ben Kingsley), a special agent from the Israeli Mosad, Ramirez is secretly trained to look, pose, infiltrate the elusive organization and to thereafter defeat the real Jackel working for the Russians. This movie is Explosively exciting, and packed with wild chases, killings and sheer mayhem. Quinn is capable and surprisingly artistic playing both sides of the war. was one of his best efforts. ****",0.0002519488334655,0.6959052681922913,1,0,1,281,Successful
36,"This movie was sheer, slow, plodding torture. Not being a fan of slasher films, and preferring classic horror, I may not be the best judge. Slasher fans may enjoy this as an early entry into the slasher genre. I really would like the 90 minutes I spent watching this back. The only reasons to watch this are 1) a young Vanna White (pre Wheel of Fortune) who has about 3 minutes of total screen time. 2) an early role by scream queen Linnea Quigley (with nudity), and legendary beauty EJ Peaker as the school secretary, who added a bit of humor and sex appeal. Otherwise, an 80's band called Felony makes an appearance, which while interesting, drags on WAY too long. Just like the movie.....I had to keep checking how much time was left and couldn't wait to ""Graduate"" to a better film.","This movie was sheer, slow, disgusting torture. Not being a master of slasher films, and preferring classic horror, me uld not be the better judge. Slasher fans may read this as an outstanding entry into the slasher genre. I really fucking enjoy the 90 minutes I spent watching this back. no only reason to watch this are 1) a young Vanna White (see Wheel of Fortune) who has about 3 minutes of total screen time. 2) an early appearance by scream queen Linnea Quigley (with nudity), and legendary beauty EJ simpson as the school secretary, who added a ton of humor and sex appeal. Otherwise, an 80s group called Felony gets an appearance, which while interesting, going on WAY too long. Just like the movie.....you had to keep checking how much time was given and couldn't wait to ""Graduate"" to a better film.",0.0001571178436279,0.0005368590354919,0,0,0,419,Failed
37,"I remember seeing this a long while ago, and I knew most of the concept, but no detail, so I'm glad I watched it again, from director Frank Oz (The Muppets Take Manhattan, Bowfinger). Basically new star Cameron Drake (Matt Dillon) has just won the Academy Award for his latest, where he plays a gay soldier, and he does the usual ""thank yous"", he even mentions his past school English teacher Howard Brackett (Golden Globe nominated Kevin Kline), and he outs him as gay! Howard is determined to clear his name, and get out of the media spotlight as a denying gay man, especially as his marriage to Emily Montgomery (Oscar and Golden Globe nominated Joan Cusack) is on the way. So it comes to the wedding day, and when it comes to Howard saying yes or no, that is when he outs himself, and admits to himself and everyone, that he is gay. This of course gets him fired as a teacher, but everyone stands at the graduation day to out themselves (in support), and Cameron even shows up to clear things up, so that everyone, especially school head Tom Halliwell (Elf's Bob Newhart) knows it's okay to be gay. Also starring Tom Selleck as Peter Malloy, Debbie Reynolds as Berniece Brackett, Wilford Brimley as Frank Brackett, Gregory Jbara as Walter Brackett, Glenn Close, Whoopi Goldberg and Jay Leno. The highlight of the film has to be when Kline can't help dancing to Diana Ross's version of ""I Will Survive"", that must have been what convinced him of his sexuality. Kline is always good, Cusack is a surprise Oscar nominee, and all supporting cast members do their bit too in this very funny comedy. Very good!","I remember seeing this a big while ago, and I knew most of the concept, but no detail, so I'm pissed myself watched it again, from director Frank Oz (The Muppets Take Manhattan, Bowfinger). look foreign star Cameron Drake (Matt Dillon) has just won the Academy Award for his special, where he plays a gay soldier, and he does the typical ""thank yous"", he openly mentions his past was English teacher Howard Brackett (Golden Globe nominated Kevin Kline), and he outs him as gay! Howard is supposed to clear his name, and get out of the media spotlight as a denying gay ity, even as his marriage to Emily Montgomery (Oscar and star Globe nominated Joan sutherland) is on the way. So it comes to the wedding thing, and when it proceeds to Howard saying yes or no, that is when he outs himself, and admits to himself and everyone, that he is homosexual. this of course gets him fired as a teacher, but team stands at the graduation day to out themselves (in support), and Cameron instead comes up to clear things up, so that everyone, only school head Tom Halliwell (Elf's Bob Newhart) knows it's okay to be gay. here look Tom Selleck as Peter Malloy, Debbie Reynolds as Berniece Brackett, Wilford Brimley as Frank Brackett, Gregory Jbara as Walter Brackett, Glenn frey, Whoopi Goldberg and Jay Leno. The highlight of the movie has to be when Kline can't help dancing to diana Ross's remake of ""I Will Survive"", that must have been what convinced him of his sexuality. Kline is not good, Cusack is a surprise Oscar nominee, and all supporting cast guests do their bit too in this very happy comedy. Very good!",0.0001692771911621,0.5191080570220947,1,0,1,647,Successful
38,"I went to see this movie mostly because it looked so good in the trailers. Robin Williams and Barry Levinson should equal greatness. Instead it just continues Williams' bad streak of movies lately. What's wrong with the movie? More like what's right: the ensemble crew does a pretty good job around Robin, and like usual, Christopher Walken is fantastic. That being said, this movie just plain wasn't good. I really only recommend seeing it if you want to see what it would be like if Jon Stewart ran for president and won. Saying he won isn't a spoiler, since it was in the trailer. The concept and idea is really amusing, but that's all. Most of Robin's jokes are just recycled from old comedy bits of his, and there are very few laugh out loud moments, and most are just dumb. Like most comedies that turn out to suck, all of the funny bits are put into the trailer. Really no surprises there, but come on! Some of the movie reads like a Tom Clancy or Vince Flynn novel! People were expecting this to be Robin's return to greatness. Instead, it's more a Flubber.","I went to see this movie mostly because it looked so good in the trailers. Robin Williams and Barry Levinson should equal greatness. Instead it just continues Williams' bad streak of movies lately. What's wrong with the movie? More like what's right: the ensemble crew does a pretty good job around Robin, and like usual, Christopher Walken is fantastic. That being said, this movie just plain wasn't bad. I really only recommend seeing it if you want to see what it would be like if Jon Stewart ran for president and won. Saying he won isn't a spoiler, since it was in the trailer. The concept and idea is really amusing, but that's all. Most of Robin's jokes are just recycled from old comedy bits of his, and there are very few laugh out loud moments, and most are just dumb. Like most comedies that turn out to suck, all of the funny bits are put into the trailer. Really no surprises there, but come on! Some of the movie reads like a Tom Clancy or Vince Flynn novel! People were expecting this to be Robin's return to greatness. personally, it's more a Flubber.",0.000276505947113,0.9820978045463562,0,1,0,149,Successful
39,"It is is very sad to see someone of the calibre of George C Scott in a low budget thriller which would have been better if the original novel was written by Graham Greene and directed by someone somewhat more experienced in the genre. NOT TO MENTION A BETTER CINEMATOGRAPHER. There are so many missed opportunities with the scenery and carnival merely glossed over, rather than captured to locate the movie solidly in the exotic setting of the novel.<br /><br />Elsewhere in the viewer comments on this site, one very astute observer complained about the variety of diabolically bad accents in this film. Ever since I saw George C Scott as Rochester in Jane Eyre, I have prayed for him NEVER to ever accept again a role which required him to assume a British accent. Just every now and then, he could just possibly pass for British or a very British sounding South African played obviously by an American actor. I can stomach Meryl Streep's extraordinarily laboured accents (both British and Australian) - at least she gets it right even though with every utterance, she demands that we marvel at her skill. Well, I am sorry that Mr. Scott is no Meryl Streep, and it just destroys the illusion - like having Michele Yeoh speak excruciating Mandarin with a strong Singaporean accent in Crouching Tiger etc.<br /><br />Peterson acts no differently than what we see on CSI. Except he is still very handsome and more or less slim in this movie. He is the Harrison Ford of TV. Same old expressions for every emotion, every situation. No on second thought, Ford has two - perplexed/pained and happy. I have never seen a smile on Mr. CSI!","It is is very sad to see someone of the calibre of George C Scott in a low budget thriller which would have been better if the original novel was written by Graham Greene and directed by someone somewhat more experienced in the genre. NOT TO MENTION A BETTER CINEMATOGRAPHER. There are so many missed opportunities with the scenery and carnival merely glossed over, so than captured to locate the movie solidly in the exotic setting of the novel.<br /><br />Elsewhere in the viewer comments on this site, one very astute observer complained about the variety of diabolically bad accents in this film. Ever since I saw George C Scott as Rochester in Jane Eyre, I have prayed for him NEVER to ever accept again a role which required him to assume a British accent. Just every now and then, he could just possibly pass for British or a very British sounding South African played obviously by an American actor. I can stomach Meryl Streep's extraordinarily laboured accents (both British and Australian) - at large she gets it right even though with every utterance, she demands that we marvel at her skill. Well, I am sorry that Mr. Scott is no Meryl Streep, and it just destroys the illusion - like having Michele Yeoh speak excruciating Mandarin with a strong Singaporean accent in Crouching Tiger etc.<br /><br />Peterson acts no differently than what we see on CSI. Except he is still very handsome and more or less slim in this movie. He is the Harrison Ford of TV. Same old expressions for every emotion, every situation. No on second thought, Ford has two - perplexed/pained and happy. I have never seen a smile on Mr. CSI!",0.0014520287513732,0.6452213525772095,0,1,0,189,Successful
40,"`Rock star' is not on its way to any `stairway to heaven' category as one of the best rock films of all time, but it does make you `jump' from time to time because of its high-level energy. The film's theme is on a die-hard rock group fanatic who actually becomes the lead singer of his favorite band. The story is based upon the true story on what happened to the heavy metal band Judas Priest. If you think this movie is filled with a witty screenplay and intellect direction- then you got `another thing coming'. However, what did `shook me all night long' was the fine acting of Jennifer Aniston as the rock star's devoted girlfriend. I could not say the same about the rock star himself; Mark Wahlberg was much better as a porn star than a rock star. I did enjoy the 80's retrospect journey the movie intakes. It reminded me of my teenage years where everything `smelled like teen spirit'. I guess the film is worth a viewing, but for you to have a better time watching it make sure you bring along some `girls, girls, girls.' *** Average","`Rock star' is not on its way to any `stairway to heaven' category as one of the best rock films of all time, but it does make you `jump' from time to time because of its high-level energy. The film's theme is on a die-hard rock group fanatic who actually becomes the lead singer of his favorite band. The story is based upon the true story on what happened to the heavy metal band Judas Priest. If you think this movie is filled with a witty screenplay and intellect direction- then you got `another thing coming'. However, what did `shook me all night long' was the fine acting of Jennifer Aniston as the rock stars devoted girlfriend. I could not say the same about the rock star himself; Mark Wahlberg was much better as a porn star than a rock star. I did enjoy the 80's retrospect s the movie intakes. It reminded me of my teenage years where everything `smelled like teen spirit'. I guess the film is worth a viewing, but for you to have a better time watching it make sure you bring along some `girls, girls, girls.' *** Average",0.0030975937843322,0.6957920789718628,1,0,1,134,Successful
41,"Busty beauty Stacie Randall plays PVC clad, bad-ass bitch Alexandra, the faithful acolyte of Faust, an evil entity trapped in hell. Determined to free her master, the malevolent minx breaks into a warehouse to steal a magical gem vital to her success; but whilst conducting a satanic ritual to summon Faust, the silly mare accidentally enters the pentagram she has drawn on the floor, which results in the loss of the gem and the release of two diminutive, troll-like creatures called Lite and Dark.<br /><br />Now Alexandra must find a replacement gem, which isn't going to be easy: the only other stone that will do the trick is worn around the neck of her ex-lover, police detective Jonathan Graves (Peter Liapis), who is investigating the warehouse robbery and who knows only too well what evil Alexandra is capable of. Meanwhile, wise-cracking inter-dimensional half-pints Lite and Dark get into all sorts of zany trouble as they try to find a way back home.<br /><br />In the warped movie world of Jim Wynorski, all females are big-breasted babes with the fashion sense of a cheap hooker. Ghoulies IV is no exception: every woman in this filmwhether she be a police captain, a curator of antiquities, or a mental patient in an asylumis hot, hot, hot and wears not a lot, and it's this fact that makes this otherwise totally unwatchable piece of STV crap just about bearable.<br /><br />But be warned, even though the presence of semi-naked, quality crumpet makes the going slightly easier, there is still plenty about this film to warrant it being labelled as an ordeal: the acting is wooden and the dialogue is painful; the black humour (as the DVD blurb describes it) is about as funny as a knee to the knackers, with the comedic banter of Lite and Dark being particularly cringe-worthy; and the special effects are bargain basement, consisting of rubbery creatures and visual effects that would have looked dated ten years earlier.<br /><br />3/10 solely for the high bimbo quotient.","Busty beauty Stacie Randall loves PVC clad, bad-ass bitch Alexandra, the faithful acolyte of mab, an evil entity stuck in hell. Determined to get her master, the malevolent minx breaks into a warehouse to steal a valuable gem vital to her success; but whilst conducting a satanic ritual to remove Faust, the silly mare accidentally enters the pentagram she has projected on the ground, which results in the loss of the gems and the release of two diminutive, troll-like creatures called Lite and Dark.<br /><br />Now Alexandra might need a replacement gem, which isn't going to be possible: the only other stone that will do the trick is fitted about the neck of her ex-lover, police detective Jonathan Graves (Peter Liapis), who is driving the warehouse robbery and who knows only too well what evil Alexandra is devoid of. Meanwhile, wise-cracking inter-dimensional half-pints Lite and Dark get into all hell of zany trouble as they try to find a way back home.<br /><http />despite the warped movie world of Jim Wynorski, all females are big-breasted esses with the fashion sense of a cheap hooker. Ghoulies IV is no exception: all woman in this classwhether she be a police captain, a trustee of antiquities, or a mental patient in an eris hot, hot, hot and wears not a thing, and it's this fact that makes this otherwise totally unwatchable aspect of STV crap just about bearable.<br /><br />But be warned, really as the presence of semi-naked, quality crumpet makes the going significantly easier, there is still plenty about this film to consider it being labelled as an ordeal: the acting is wooden and the dialogue is painful; the dark comedy (as the DVD blurb describes it) is about as comical as a knee to the knackers, with the comedic banter of Lite and Dark being somewhat cringe-worthy; and the special effects are bargain basement, consist of rubbery bits and visual effects that would have looked dated ten years down.<d /><br />3/10 solely for the high bimbo quotient.",0.0001527070999145,0.0005531907081604,0,0,0,816,Failed
42,"Despite the title and unlike some other stories about love and war, this film isn't too sticky and pink, because love is as a rose: With thorns, that is. The four leading actors set their characters realistic and with a good sense and balance between the tragic and the down-to-earth. <br /><br />The music and lyrics of the cabaret/chanson-esquire songs (sung b Keira Knightley herself) drag the viewer deeper and deeper in the film, from one place to another, between the brutal war and amongst the peaceful love. Some people may find it too much a biopic, but it ís mostly a romantic story, even though it consequently follows the life of Dylan Thomas and the triangular relationship which is steeped by joy and jealousy. <br /><br />London gets visualized from another angle for once, the bohemian life of Dylan during the bombings of the Germans is set in a floating atmosphere of small bedrooms, pubs and bars. The independent women, the soldier and the charismatic poet are constantly swept in both feelings of love and anger. <br /><br />Maybe the end is too twisted and hangs somewhat loosely to the rest of the film, but all in all this is a great romantic story.","Despite the title and in some other tales about love and war, this film isn't too sticky and dirty, because love is as a rose: With thorns, that is. each four major actors set their characters realistic and with a fine flow and balance between the tragic and the absurd. <br /><d />The music and lyrics of the cabaret/romantic songs (sung b Keira heard herself) drag the viewer deeper and deeper in the movie, from one spot to another, between the brutal war and ending the peaceful love. Some people may find it too just a biopic, but it gets mostly a romantic story, even though it inevitably follows the life of Dylan Thomas and the triangular man which is steeped by joy and jealousy. <br /><v />humans are visualized from another angle for once, the bohemian period of Dylan during the bombings of the Germans is spent in a floating atmosphere of small bedrooms, pubs and stores. some independent women, the soldier and the charismatic poet are constantly implicated in both feelings of love and anger. <br /><br />Maybe the whole is too twisted and hangs somewhat loosely to the middle of the film, but all in all this is a perfect romantic story.",0.0001078844070434,0.0001685619354248,1,1,1,582,Failed
43,"Clever psychosexual drama about a wounded Union soldier (Clint Eastwood) who seeks refuge in an isolated Confederate school for young women during the Civil War. Slowly, Eastwood begins to seduce every girl in sight, until the tables are turned and he becomes the pursued in an unsettling, gothic-toned finale. Never has a film been so deliciously erotic yet disturbingly macabre at the same time.<br /><br />This is undoubtedly Eastwood's finest hour (those who tune in for ""Dirty Harry"" will indeed be surprised), while the rest of the cast gives uniformly superb performances. Try to see the film on video, as television prints usually delete crucial flashback scenes between Geraldine Page and Patrick Culliton.","Clever psychosexual drama about a wounded Union soldier (Clint osed) who seeks shelter in an isolated Confederate school for younger females during the Civil War. Slowly, Eastwood appears to seduce every girl in sight, until the tables are arranged and he becomes the pursued in an ominous, gothic-toned finale. Never has a film been so horribly erotic yet disturbingly macabre at the same price.<br /><br />This is undoubtedly Eastwood's finest moment (those who tune in for ""Dirty Harry"" will perhaps be surprised), while the rest of the cast gave uniformly superb performance. Try to see the movie on video, as television prints usually delete crucial flashback scenes between barbara Page and Patrick Culliton.",0.0002246499061584,0.0310843586921691,1,1,1,308,Failed
44,"Everyone has their choice for ""worst movie they've ever seen."" Some like to pick on Gigli or Battlefield Earth. Some pick on classics like Plan 9 From Outer Space. Ever since I was 14 I have been very vocal in saying that to me, it is Problem Child 2, and 9 years later, I feel the exact same way. It's not ""one of the worst,"" it's not just an expression. It is THE ACTUAL worst movie I have ever seen.<br /><br />How much farting, pooping, peeing, and puking can you put in a single movie? I don't need to see a dog take a dump that goes up to my waist! Why is it that I'm so hard on this filth? I have nothing against bathroom or gross-out humor. Heck, I like the American Pie movies. Having such an excess of it within 90 minutes is a bad idea, but the true tipping point is to do it with kids! Having little kids call each other sexual names (IMDb won't even let me post that word on here, yet here it is coming out of the mouths of 8 year olds. Think of the irony in that!) and urinate and puke on each other just makes the whole thing feel dirtier. Worst line in the movie: ""I guess I should fart in more people's offices."" <br /><br />What other film has: urination into lemonade, dynamite sticks exploding toilets, a little boy filming his babysitter having sex and projecting it on the side of the house, and a little girl joking about scratching testicles? <br /><br />However, my absolute favorite moment has to be when the same little girl is on a carnival ride, says: ""I'm gonna puke,"" opens her mouth, and fake looking puke shoots straight out of her open mouth in a perfect 90 degree angle! The puking scene in Scary Movie 2 looked more real than that. <br /><br />I suppose the only redeeming element in the movie is Gilbert Gottfried. You get the impression that he didn't even have a script, but was just being his usual self. Too bad he has to act stupid while pizza gets thrown on him.<br /><br />You know what? Thinking about the movie this much has just made me have to go to the bathroom. Goodbye!","i has their choice for ""worst movie they've only seen."" all like to pick on Gigli or Battlefield Earth. Some picking on classics by Plan 9 From Outer Space. Ever since you was 14 I have been very vocal in relating that to me, it is Problem Child 2, and 9 years now, I feel the exact same way. It's not ""one of the bad,"" it's not just an expression. It is is i worst movie I have ever seen.<br /><dr />everything i farting, pooping, peeing, and puking can you hear in a single movie? it don't need to even a dog take a dump that up up to my waist! Why is it that sometimes so hard on this filth? I have nothing against bathroom or body humor. Heck, I appreciate the American Pie movies. Having such an appreciation of it within 90 minutes is a bad idea, but the absolute tipping point is to do it with kids! Having many things call each other sexual names (IMDb won't even stop me having that word on here, yet here it is coming out of the mouths of 8 years olds. Think of the irony in that!) and urinate and puke on each other just makes the pretty thing feel dirtier. Worst line in the movie: ""I said you should fart in more people's offices."" <br /><br />What other actor has: urination into lemonade, dynamite sticks exploding toilets, a little voice filming his babysitter having sex and projecting it on the side of the house, and a little lady jokes about scratching testicles? <br /><br />However, my favorite favorite moment has to be when the same tiny girl is on a carnival ride, says: ""hey i puke,"" opened her mouth, and fake looking puke shooting crap out of her open mouth in a perfect 90 degrees v! a puking scene in Scary Movie 2 way more real than that. <br /><br />I suppose the only fun element in the movie is Gilbert Gottfried. You made the point that he didn't even have a script, but was just being his usual ass. Too bad he has to act stupid while pizza gets shit on him.<br /><br />You know what? thought about the movie this much has just made me have to escape to the bathroom. Goodbye!",0.0002205967903137,0.0005052089691162,0,0,0,1204,Failed
45,"Irvine Welsh's follow up to Trainspotting hits the screen as three short stories set in Edinburgh, all with a few of Welsh's trade marks, drug culture, depression, the working class and Hibernian football club. Uneasy to watch in places, it is no less than very well written, 2 of the stories having a darkly comic twist to them while the 2nd story a serious (and shockingly realistic) plot to it. Will not appeal to most, including myself to a point, but will no doubt adopt a cult following.","Irvine Welsh's follow up to Trainspotting hits the screen as three short stories set in Edinburgh, all with a few of Welsh's trade marks, drug culture, depression, the working class and Hibernian football club. Uneasy to watch in places, it is no less than very well written, 2 of the stories having a darkly comic twist to them while the 2nd story a serious (and shockingly realistic) plot to it. Will not appeal to most, including myself to a point, but will no doubt adopt a cult following.",0.9987918138504028,0.9987918138504028,1,1,0,1,Skipped
46,"Shaggy, friendly yet frustrating film has the same old message: if you want to make it in this world, being imaginative isn't enough, you have to live up to your place in society and that means living by the (heterosexual) rules that govern us. Drag queen comedy-drama from Australia is a mostly upbeat journey of three male friends traveling across the Outback in their pink bus, christened Priscilla. While not a formula film per se, there are the obligatory ""road movie"" sequences (bonding by the bonfire, facing down the rednecks, etc.). Writer-director Stephan Elliott follows every potentially mean-spirited moment with a little humor and sympathy, but there are puzzling gaps in his narrative, a dire subplot about a gay man's relationship with his ex-wife and estranged pre-teen son (both of whom are comfortable--and the child wise--with his lifestyle), and a third act with no energy whatsoever. It has some wicked transvestite humor and a fairly game cast, but a script that seems to have been watered down along the way. ** from ***","Shaggy, friendly yet frustrating film has the same old message: if you want to make it in this world, being imaginative isn't enough, you have to live up to your place in society and that means living by the (heterosexual) rules that govern us. Drag queen comedy-drama from Australia is a mostly upbeat journey of three male friends traveling across the Outback in their pink bus, christened Priscilla. While not a formula film per se, there are the obligatory ""road movie"" sequences (bonding by the bonfire, facing down the rednecks, etc.). Writer-director Stephan Elliott follows every potentially mean-spirited moment with a little humor and sympathy, but there are puzzling gaps in his narrative, a dire subplot about a gay man's relationship with his ex-wife and estranged pre-teen son (both of whom are comfortable--and the child wise--with his lifestyle), and a third half with no energy whatsoever. It has some wicked transvestite humor and a fairly game cast, but a script that seemed to have been watered down along the way. ** from ***",0.1802704334259033,0.6720181703567505,0,1,0,194,Successful
47,"Whether or not this adaptation of the Marvel comic was made  and shelved  so its production company could retain the copyright to the characters, it doesn't change the fact that it's utter rubbish. The Dr. Doom and (especially) Thing costumes are surprisingly good, but everything else suffers from a deficit of either cash or talent. Director Oley Sassone can't even point a camera at stuff without including such howlers as a blind woman's POV, the dialogue is absolutely dismal, the team's costumes don't fit properly, and the effects are appalling: the Human Torch seems to be drawn onto the film with felt tip pens, while Mr. Fantastic's powers are brought to life using a bendy blue stick with a glove on the end. Joseph Culp compensates for having to wear a mask by wildly waving his arms about, Jay Underwood is incredibly annoying, the rest of the cast hit various levels of terrible, and while it's hard not to feel sorry for all these guys who thought this movie would get a release, it's equally difficult to imagine any of them believing it was actually any good.","whatsoever or not this adaptation of the Marvel comic was scheduled  and shelved  so its production companies could retain the copyright to the character, it doesn't change the way that it's utter rubbish. The Dr. Doom and (not) Thing costumes are surprisingly great, but everything else coming from a deficit of either cash or talent. Director Oley Sassone can't barely point a camera at stuff without making such howlers as a blind woman's POV, the dialogue is absolutely inadequate, the team's costumes don't finish properly, and the effects are appalling: the Human Torch seems to be cutting by the film with felt tip pens, while Mr. Fantastic's powers are brought to be making a bendy blue stick with a glove on the end. Joseph Culp compensates for having to become a mask by wildly waving his arms about, Jay Underwood is really annoying, the rest of the cast reach various levels of terrible, and while it's tough not to feel sorry for all these guys who thought this movie gonna receive a release, it's equally difficult to imagine any of them believing it was actually any better.",0.0001715421676635,0.0002776980400085,0,0,0,402,Failed
